title,image,published,description,category,author,image_relation,fake_news_label
"Why community pharmacies are closing, and what to do if your neighborhood location shutters",https://scx2.b-cdn.net/gfx/news/hires/2024/pharmacy.jpg,2025-02-18 18:03:44+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","medical, science",Lucas A. Berenbrok,Unknown,Unknown
"Mathematical model reveals surprising light levels in the womb, reshaping fetal vision understanding",https://scx2.b-cdn.net/gfx/news/hires/2023/fetus.jpg,2025-02-18 18:00:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","medical, science",University Of Waikato,Yes,Real
Software tool tracks student behavior in educational games to boost collaborative learning,https://scx2.b-cdn.net/gfx/news/hires/2025/new-tech-tracks-studen.jpg,2025-02-18 17:52:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Halim Acos...",science,Matt Shipman,Unknown,Unknown
mRNA research explores new frontiers in celiac disease treatment,https://scx2.b-cdn.net/gfx/news/hires/2025/vaccine.jpg,2025-02-18 17:50:05+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","medical, science",Alex Gardner,Unknown,Unknown
Unpacking the secrets behind an online marketplace's low-cost dominance,https://scx2.b-cdn.net/gfx/news/hires/2025/temu.jpg,2025-02-18 17:45:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...",science,Henri Isaac,Unknown,Unknown
Common osteoporosis treatment drug shows promise against rare type of heart disease,https://scx2.b-cdn.net/gfx/news/hires/2025/common-osteoporosis-tr.jpg,2025-02-18 17:43:21+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Structure characte...","medical, science",Anna Christensen,Yes,Real
"States report zero abortions, sparking debate over data accuracy",https://scx2.b-cdn.net/gfx/news/hires/2024/sad-woman.jpg,2025-02-18 17:42:42+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","medical, science",Sarah Varney,Yes,Real
Inflammation may explain how opioid use disorder contributes to preterm birth,https://scx2.b-cdn.net/gfx/news/hires/2025/pregnant-5.jpg,2025-02-18 17:39:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","medical, science",Isabella Backman,Yes,Real
Solid Biosciences Stock Surges On Upbeat Duchenne Muscular Dystrophy Gene Therapy Data,https://cdn.benzinga.com/files/images/story/2025/02/18/bz-pharma-briefs.jpeg?width=1200&height=800&fit=crop,2025-02-18 17:29:22+00:00,"On Tuesday, Solid Biosciences Inc. SLDB released initial data from the Phase 1/2 INSPIRE DUCHENNE trial evaluating SGT-003, a next-generation gene therapy product candidate intended for the treatment ...",finance,Vandana Singh,Unknown,Unknown
FDA approves tablet form of Evrysdi for spinal muscular atrophy,https://scx2.b-cdn.net/gfx/news/2025/fda-approves-tablet-fo.jpg,2025-02-18 17:22:54+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

The U.S. Food and ...","medical, science",Lori Solomon,No,Real
Intra-arterial tenecteplase beneficial for large vessel occlusion,https://scx2.b-cdn.net/gfx/news/2025/asa-intra-arterial-ten.jpg,2025-02-18 17:22:51+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

For patients with ...","medical, science",Elana Gotkine,Unknown,Unknown
Testosterone recovery linked to overall survival in high-risk prostate cancer,https://scx2.b-cdn.net/gfx/news/2025/testosterone-recovery.jpg,2025-02-18 17:22:39+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Serum testosterone...","medical, science",Elana Gotkine,Unknown,Unknown
Mobile prostate cancer screening clinic can ID the disease in disadvantaged men,https://scx2.b-cdn.net/gfx/news/2025/mobile-prostate-cancer.jpg,2025-02-18 17:22:29+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

A ""Man Van"" deploy...","medical, science",Elana Gotkine,Unknown,Unknown
"Mending a broken heart: Two types of scars in injured cardiac tissue, two paths to healing",https://scx2.b-cdn.net/gfx/news/2025/a-broken-heart-two-typ.jpg,2025-02-18 17:21:05+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Painting a new pic...","medical, science",Weizmann Institute Of Science,Unknown,Unknown
External factors that could lead to dissociation in young people revealed,https://scx2.b-cdn.net/gfx/news/hires/2023/young-person.jpg,2025-02-18 17:19:08+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","medical, science",University Of Birmingham,Yes,Real
Discovery of new fat cell subtypes in the human body could advance personalized obesity treatment,https://scx2.b-cdn.net/gfx/news/hires/2025/new-subtypes-of-fat-ce.jpg,2025-02-18 17:16:05+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Adipocyte-specific...","medical, science",Ben-Gurion University Of The Negev,Unknown,Unknown
Deadline Alert: Integral Ad Science Holding Corp. (IAS) Investors Who Lost Money Urged To Contact Glancy Prongay & Murray LLP About Securities Fraud Lawsuit,https://www.benzinga.com/next-assets/images/schema-image-default.png,2025-02-18 17:00:00+00:00,"LOS ANGELES, Feb. 18, 2025 (GLOBE NEWSWIRE) -- Glancy Prongay & Murray LLP reminds investors of the upcoming March 31, 2025 deadline to file a lead plaintiff motion in the class action filed on behalf...","finance, legal",Globe Newswire,No,Real
Tweets and AI models reveal heat stroke risks in urban areas,https://scx2.b-cdn.net/gfx/news/hires/2025/social-media-posts-and.jpg,2025-02-18 16:57:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Researchers from J...","medical, science",Sophia University,Yes,Real
Scientists develop 'smart pajamas' to monitor sleep disorders,https://scx2.b-cdn.net/gfx/news/hires/2025/scientists-develop-sma-1.jpg,2025-02-18 16:51:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Overview of the sm...","medical, science",University Of Cambridge,Unknown,Unknown
Gene editing reveals enzyme's role in placental health during pregnancy,https://scx2.b-cdn.net/gfx/news/2025/new-clues-to-a-healthy.jpg,2025-02-18 16:41:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Cell Death...","medical, science",Flinders University,Yes,Real
Running the gauntlet to get pregnant when you're LGBTQ+,https://scx2.b-cdn.net/gfx/news/2025/running-the-gauntlet-t.jpg,2025-02-18 16:38:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Zoé Benoît, Kather...",science,Catherine Couturier,Yes,Real
New study evaluates public policy preferences for limiting children's access to energy drinks,https://scx2.b-cdn.net/gfx/news/2025/new-study-evaluates-pu.jpg,2025-02-18 16:37:23+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

A new paper co-wri...",science,Phil Ciciora,Yes,Real
Woman in cancer remission for record 19 years after CAR-T immune treatment,https://media.nature.com/lw1200/magazine-assets/d41586-025-00507-3/d41586-025-00507-3_50648950.jpg,2025-02-18 16:36:43+00:00,"A CAR-T cell (orange) attacks a cancer cell (green), which is starting to contract.Credit: Eye Of Science/Science Photo Library

The girl was four years old when she arrived at Texas Children’s Hospit...",academia,Ledford,Yes,Real
Unconventional' nickel superconductor excites physicists,https://media.nature.com/lw1200/magazine-assets/d41586-025-00450-3/d41586-025-00450-3_50653332.jpg,2025-02-18 16:36:43+00:00,"Superconductors would make make many technologies radically more efficient.Credit: Patrick Gaillardin/Look At Sciences/SPL

A new family of superconductors is exciting physicists. Compounds containing...",academia,Gibney,Unknown,Unknown
Quantitative method evaluates disaster resilience in building energy systems,https://scx2.b-cdn.net/gfx/news/hires/2018/solarpowerpl.jpg,2025-02-18 16:30:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: CC0 Public...",science,University Of Tsukuba,Yes,Real
Potential target for multiple sclerosis therapy discovered,https://scx2.b-cdn.net/gfx/news/hires/2025/potential-target-for-m.jpg,2025-02-18 16:21:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Under the microsco...","medical, science",Inka Väth,Yes,Real
